season,md,home_team,away_team,home_goals,away_goals
2011/2012,21,VfL Osnabrück,SV Darmstadt 98,4,1
2011/2012,21,FC Carl Zeiss Jena,Rot-Weiß Erfurt,1,0
2011/2012,21,Rot-Weiß Oberhausen,Wacker Burghausen,2,0
2011/2012,21,SV Babelsberg 03,Jahn Regensburg,0,0
2011/2012,21,VfB Stuttgart,Arminia Bielefeld,2,5
2011/2012,22,VfR Aalen,Arminia Bielefeld,3,1
2011/2012,22,Werder Bremen,Rot-Weiß Erfurt,1,1
2011/2012,22,SV Babelsberg 03,Wacker Burghausen,0,2
2011/2012,22,FC Carl Zeiss Jena,1. FC Saarbrucken,1,1
2011/2012,22,SV Darmstadt 98,SV Sandhausen,4,1
2011/2012,22,Rot-Weiß Oberhausen,SC Preußen Münster,2,2
2011/2012,22,SpVgg Unterhaching,Kickers Offenbach,2,0
2011/2012,22,VfL Osnabrück,SV Wehen Wiesbaden,2,0
2011/2012,22,VfB Stuttgart,Jahn Regensburg,1,0
2011/2012,22,Chemnitzer FC,1. FC Heidenheim,3,0
2011/2012,23,SV Sandhausen,SpVgg Unterhaching,3,1
2011/2012,23,SV Wehen Wiesbaden,VfR Aalen,1,3
2011/2012,23,Arminia Bielefeld,SV Darmstadt 98,3,2
2011/2012,23,Kickers Offenbach,Chemnitzer FC,0,1
2011/2012,23,Rot-Weiß Erfurt,VfB Stuttgart,3,1
2011/2012,23,1. FC Saarbrucken,SV Babelsberg 03,2,2
2011/2012,23,Wacker Burghausen,Werder Bremen,3,1
2011/2012,23,Jahn Regensburg,VfL Osnabrück,0,3
2011/2012,23,1. FC Heidenheim,Rot-Weiß Oberhausen,1,0
2011/2012,23,SC Preußen Münster,FC Carl Zeiss Jena,1,0
2011/2012,24,VfL Osnabrück,Rot-Weiß Erfurt,2,3
2011/2012,24,SV Babelsberg 03,SC Preußen Münster,0,2
2011/2012,24,Arminia Bielefeld,SV Sandhausen,1,3
2011/2012,24,VfR Aalen,Jahn Regensburg,2,1
2011/2012,24,SV Darmstadt 98,SV Wehen Wiesbaden,0,1
2011/2012,24,Chemnitzer FC,SpVgg Unterhaching,5,1
2011/2012,24,Rot-Weiß Oberhausen,Kickers Offenbach,1,1
2011/2012,24,Werder Bremen,1. FC Saarbrucken,2,2
2011/2012,24,VfB Stuttgart,Wacker Burghausen,2,3
2011/2012,24,FC Carl Zeiss Jena,1. FC Heidenheim,0,0
2011/2012,25,SC Preußen Münster,Werder Bremen,0,0
2011/2012,25,1. FC Saarbrucken,VfB Stuttgart,0,0
2011/2012,25,SpVgg Unterhaching,Rot-Weiß Oberhausen,1,2
2011/2012,25,Jahn Regensburg,SV Darmstadt 98,2,1
2011/2012,25,Wacker Burghausen,VfL Osnabrück,2,0
2011/2012,25,SV Sandhausen,Chemnitzer FC,0,3
2011/2012,25,Rot-Weiß Erfurt,VfR Aalen,0,1
2011/2012,25,SV Wehen Wiesbaden,Arminia Bielefeld,0,0
2011/2012,25,1. FC Heidenheim,SV Babelsberg 03,5,0
2011/2012,25,Kickers Offenbach,FC Carl Zeiss Jena,1,1
2011/2012,26,SV Darmstadt 98,Rot-Weiß Erfurt,1,1
2011/2012,26,SV Wehen Wiesbaden,SV Sandhausen,0,4
2011/2012,26,VfR Aalen,Wacker Burghausen,2,0
2011/2012,26,Arminia Bielefeld,Jahn Regensburg,1,1
2011/2012,26,Rot-Weiß Oberhausen,Chemnitzer FC,2,2
2011/2012,26,FC Carl Zeiss Jena,SpVgg Unterhaching,2,0
2011/2012,26,VfB Stuttgart,SC Preußen Münster,1,1
2011/2012,26,Werder Bremen,1. FC Heidenheim,2,1
2011/2012,26,VfL Osnabrück,1. FC Saarbrucken,2,0
2011/2012,26,SV Babelsberg 03,Kickers Offenbach,0,1
2011/2012,27,1. FC Heidenheim,VfB Stuttgart,1,0
2011/2012,27,Kickers Offenbach,Werder Bremen,3,0
2011/2012,27,1. FC Saarbrucken,VfR Aalen,4,2
2011/2012,27,Wacker Burghausen,SV Darmstadt 98,1,1
2011/2012,27,Rot-Weiß Erfurt,Arminia Bielefeld,1,1
2011/2012,27,SC Preußen Münster,VfL Osnabrück,1,0
2011/2012,27,SV Sandhausen,Rot-Weiß Oberhausen,2,1
2011/2012,27,Chemnitzer FC,FC Carl Zeiss Jena,1,1
2011/2012,27,SpVgg Unterhaching,SV Babelsberg 03,1,2
2011/2012,27,Jahn Regensburg,SV Wehen Wiesbaden,2,1
2011/2012,28,Arminia Bielefeld,Wacker Burghausen,2,2
2011/2012,28,SV Darmstadt 98,1. FC Saarbrucken,1,0
2011/2012,28,VfL Osnabrück,1. FC Heidenheim,0,0
2011/2012,28,VfB Stuttgart,Kickers Offenbach,0,0
2011/2012,28,Werder Bremen,SpVgg Unterhaching,1,1
2011/2012,28,SV Babelsberg 03,Chemnitzer FC,0,0
2011/2012,28,FC Carl Zeiss Jena,Rot-Weiß Oberhausen,0,0
2011/2012,28,SV Wehen Wiesbaden,Rot-Weiß Erfurt,0,1
2011/2012,28,VfR Aalen,SC Preußen Münster,1,0
2011/2012,28,Jahn Regensburg,SV Sandhausen,1,1
2011/2012,29,Rot-Weiß Erfurt,Jahn Regensburg,2,2
2011/2012,29,SV Sandhausen,FC Carl Zeiss Jena,1,0
2011/2012,29,SC Preußen Münster,SV Darmstadt 98,1,2
2011/2012,29,Chemnitzer FC,Werder Bremen,2,0
2011/2012,29,Wacker Burghausen,SV Wehen Wiesbaden,2,2
2011/2012,29,1. FC Saarbrucken,Arminia Bielefeld,2,4
2011/2012,29,1. FC Heidenheim,VfR Aalen,3,1
2011/2012,29,Kickers Offenbach,VfL Osnabrück,3,0
2011/2012,29,SpVgg Unterhaching,VfB Stuttgart,4,0
2011/2012,29,Rot-Weiß Oberhausen,SV Babelsberg 03,1,0
2011/2012,30,Arminia Bielefeld,SC Preußen Münster,2,2
2011/2012,30,VfL Osnabrück,SpVgg Unterhaching,4,1
2011/2012,30,Werder Bremen,Rot-Weiß Oberhausen,0,1
2011/2012,30,SV Babelsberg 03,FC Carl Zeiss Jena,0,0
2011/2012,30,Jahn Regensburg,Wacker Burghausen,0,1
2011/2012,30,SV Wehen Wiesbaden,1. FC Saarbrucken,3,2
2011/2012,30,Rot-Weiß Erfurt,SV Sandhausen,4,2
2011/2012,30,SV Darmstadt 98,1. FC Heidenheim,2,1
2011/2012,30,VfR Aalen,Kickers Offenbach,2,1
2011/2012,30,VfB Stuttgart,Chemnitzer FC,0,1
2011/2012,31,Rot-Weiß Oberhausen,VfB Stuttgart,2,1
2011/2012,31,FC Carl Zeiss Jena,Werder Bremen,3,1
2011/2012,31,SpVgg Unterhaching,VfR Aalen,1,1
2011/2012,31,Kickers Offenbach,SV Darmstadt 98,1,1
2011/2012,31,Chemnitzer FC,VfL Osnabrück,3,1
2011/2012,31,SC Preußen Münster,SV Wehen Wiesbaden,1,1
2011/2012,31,1. FC Saarbrucken,Jahn Regensburg,1,0
2011/2012,31,Wacker Burghausen,Rot-Weiß Erfurt,1,1
2011/2012,31,SV Sandhausen,SV Babelsberg 03,4,0
2011/2012,31,1. FC Heidenheim,Arminia Bielefeld,2,1
2011/2012,32,SV Darmstadt 98,SpVgg Unterhaching,0,0
2011/2012,32,VfB Stuttgart,FC Carl Zeiss Jena,3,0
2011/2012,32,SV Wehen Wiesbaden,1. FC Heidenheim,1,2
2011/2012,32,Wacker Burghausen,SV Sandhausen,0,0
2011/2012,32,Jahn Regensburg,SC Preußen Münster,2,1
2011/2012,32,Rot-Weiß Erfurt,1. FC Saarbrucken,1,1
2011/2012,32,VfL Osnabrück,Rot-Weiß Oberhausen,1,1
2011/2012,32,VfR Aalen,Chemnitzer FC,0,2
2011/2012,32,Werder Bremen,SV Babelsberg 03,1,2
2011/2012,32,Arminia Bielefeld,Kickers Offenbach,1,1
2011/2012,33,Rot-Weiß Oberhausen,VfR Aalen,0,0
2011/2012,33,Chemnitzer FC,SV Darmstadt 98,0,0
2011/2012,33,SpVgg Unterhaching,Arminia Bielefeld,5,0
2011/2012,33,Kickers Offenbach,SV Wehen Wiesbaden,0,2
2011/2012,33,1. FC Heidenheim,Jahn Regensburg,0,0
2011/2012,33,1. FC Saarbrucken,Wacker Burghausen,0,0
2011/2012,33,SV Sandhausen,Werder Bremen,2,0
2011/2012,33,SV Babelsberg 03,VfB Stuttgart,1,4
2011/2012,33,FC Carl Zeiss Jena,VfL Osnabrück,2,0
2011/2012,33,SC Preußen Münster,Rot-Weiß Erfurt,3,2
2011/2012,34,Jahn Regensburg,Kickers Offenbach,1,3
2011/2012,34,SV Darmstadt 98,Rot-Weiß Oberhausen,1,1
2011/2012,34,VfB Stuttgart,Werder Bremen,1,0
2011/2012,34,Wacker Burghausen,SC Preußen Münster,1,0
2011/2012,34,Rot-Weiß Erfurt,1. FC Heidenheim,2,0
2011/2012,34,Arminia Bielefeld,Chemnitzer FC,3,1
2011/2012,34,VfR Aalen,FC Carl Zeiss Jena,4,1
2011/2012,34,VfL Osnabrück,SV Babelsberg 03,1,0
2011/2012,34,1. FC Saarbrucken,SV Sandhausen,2,1
2011/2012,34,SV Wehen Wiesbaden,SpVgg Unterhaching,0,0
2011/2012,35,Rot-Weiß Oberhausen,Arminia Bielefeld,0,1
2011/2012,35,Kickers Offenbach,Rot-Weiß Erfurt,2,0
2011/2012,35,SV Babelsberg 03,VfR Aalen,2,0
2011/2012,35,FC Carl Zeiss Jena,SV Darmstadt 98,2,1
2011/2012,35,Chemnitzer FC,SV Wehen Wiesbaden,1,1
2011/2012,35,SpVgg Unterhaching,Jahn Regensburg,2,3
2011/2012,35,1. FC Heidenheim,Wacker Burghausen,1,1
2011/2012,35,Werder Bremen,VfL Osnabrück,0,2
2011/2012,35,SV Sandhausen,VfB Stuttgart,1,0
2011/2012,35,SC Preußen Münster,1. FC Saarbrucken,1,0
2011/2012,36,1. FC Saarbrucken,1. FC Heidenheim,0,0
2011/2012,36,Wacker Burghausen,Kickers Offenbach,2,3
2011/2012,36,Rot-Weiß Erfurt,SpVgg Unterhaching,2,1
2011/2012,36,Jahn Regensburg,Chemnitzer FC,1,0
2011/2012,36,SV Wehen Wiesbaden,Rot-Weiß Oberhausen,1,0
2011/2012,36,Arminia Bielefeld,FC Carl Zeiss Jena,2,1
2011/2012,36,SV Darmstadt 98,SV Babelsberg 03,3,1
2011/2012,36,VfR Aalen,Werder Bremen,2,0
2011/2012,36,SC Preußen Münster,SV Sandhausen,1,2
2011/2012,36,VfL Osnabrück,VfB Stuttgart,0,1
2011/2012,37,Werder Bremen,SV Darmstadt 98,0,4
2011/2012,37,VfL Osnabrück,SV Sandhausen,2,1
2011/2012,37,SV Babelsberg 03,Arminia Bielefeld,1,0
2011/2012,37,FC Carl Zeiss Jena,SV Wehen Wiesbaden,1,0
2011/2012,37,Rot-Weiß Oberhausen,Jahn Regensburg,1,2
2011/2012,37,Chemnitzer FC,Rot-Weiß Erfurt,0,2
2011/2012,37,SpVgg Unterhaching,Wacker Burghausen,4,0
2011/2012,37,Kickers Offenbach,1. FC Saarbrucken,2,3
2011/2012,37,1. FC Heidenheim,SC Preußen Münster,4,1
2011/2012,37,VfB Stuttgart,VfR Aalen,2,2
2011/2012,38,SC Preußen Münster,Kickers Offenbach,1,0
2011/2012,38,SV Darmstadt 98,VfB Stuttgart,2,2
2011/2012,38,Arminia Bielefeld,Werder Bremen,1,0
2011/2012,38,SV Wehen Wiesbaden,SV Babelsberg 03,2,2
2011/2012,38,Jahn Regensburg,FC Carl Zeiss Jena,1,1
2011/2012,38,Rot-Weiß Erfurt,Rot-Weiß Oberhausen,4,0
2011/2012,38,Wacker Burghausen,Chemnitzer FC,3,0
2011/2012,38,1. FC Saarbrucken,SpVgg Unterhaching,4,2
2011/2012,38,SV Sandhausen,1. FC Heidenheim,1,2
2011/2012,38,VfR Aalen,VfL Osnabrück,0,4
2012/2013,1,1. FC Heidenheim,Karlsruher SC,2,2
2012/2013,1,Chemnitzer FC,SV Babelsberg 03,1,0
2012/2013,1,SV Darmstadt 98,SpVgg Unterhaching,0,0
2012/2013,1,Hansa Rostock,Stuttgarter Kickers,2,1
2012/2013,1,SV Wehen Wiesbaden,Rot-Weiß Erfurt,3,1
2012/2013,1,Hallescher FC,Kickers Offenbach,1,0
2012/2013,1,VfL Osnabrück,Borussia Dortmund II,2,0
2012/2013,1,Wacker Burghausen,SC Preußen Münster,0,2
2012/2013,1,Arminia Bielefeld,Alemannia Aachen,1,1
2012/2013,1,VfB Stuttgart,1. FC Saarbrucken,0,1
2012/2013,2,SC Preußen Münster,Chemnitzer FC,1,0
2012/2013,2,SV Babelsberg 03,SV Darmstadt 98,2,0
2012/2013,2,SpVgg Unterhaching,Hansa Rostock,3,0
2012/2013,2,1. FC Saarbrucken,VfL Osnabrück,0,1
2012/2013,2,Rot-Weiß Erfurt,1. FC Heidenheim,0,4
2012/2013,2,Karlsruher SC,Hallescher FC,0,0
2012/2013,2,Kickers Offenbach,VfB Stuttgart,1,3
2012/2013,2,Stuttgarter Kickers,SV Wehen Wiesbaden,0,0
2012/2013,2,Borussia Dortmund II,Arminia Bielefeld,1,1
2012/2013,2,Alemannia Aachen,Wacker Burghausen,3,2
2012/2013,3,Alemannia Aachen,Borussia Dortmund II,1,1
2012/2013,3,VfL Osnabrück,Kickers Offenbach,2,0
2012/2013,3,Hansa Rostock,SV Babelsberg 03,4,1
2012/2013,3,1. FC Heidenheim,Stuttgarter Kickers,2,1
2012/2013,3,SV Darmstadt 98,SC Preußen Münster,2,1
2012/2013,3,Hallescher FC,Rot-Weiß Erfurt,3,0
2012/2013,3,VfB Stuttgart,Karlsruher SC,2,0
2012/2013,3,Wacker Burghausen,Chemnitzer FC,2,1
2012/2013,3,Arminia Bielefeld,1. FC Saarbrucken,3,2
2012/2013,3,SV Wehen Wiesbaden,SpVgg Unterhaching,0,2
2012/2013,4,SpVgg Unterhaching,1. FC Heidenheim,4,1
2012/2013,4,Chemnitzer FC,SV Darmstadt 98,3,1
2012/2013,4,Kickers Offenbach,Arminia Bielefeld,1,3
2012/2013,4,Karlsruher SC,VfL Osnabrück,1,1
2012/2013,4,Borussia Dortmund II,Wacker Burghausen,2,1
2012/2013,4,1. FC Saarbrucken,Alemannia Aachen,1,2
2012/2013,4,Rot-Weiß Erfurt,VfB Stuttgart,1,1
2012/2013,4,SC Preußen Münster,Hansa Rostock,5,2
2012/2013,4,SV Babelsberg 03,SV Wehen Wiesbaden,2,2
2012/2013,4,Stuttgarter Kickers,Hallescher FC,0,0
2012/2013,5,Borussia Dortmund II,1. FC Saarbrucken,1,2
2012/2013,5,VfB Stuttgart,Stuttgarter Kickers,1,4
2012/2013,5,Hallescher FC,SpVgg Unterhaching,0,1
2012/2013,5,1. FC Heidenheim,SV Babelsberg 03,2,1
2012/2013,5,SV Wehen Wiesbaden,SC Preußen Münster,2,2
2012/2013,5,Hansa Rostock,Chemnitzer FC,0,0
2012/2013,5,Arminia Bielefeld,Karlsruher SC,1,0
2012/2013,5,VfL Osnabrück,Rot-Weiß Erfurt,1,0
2012/2013,5,Wacker Burghausen,SV Darmstadt 98,1,0
2012/2013,5,Alemannia Aachen,Kickers Offenbach,1,3
2012/2013,6,Rot-Weiß Erfurt,Arminia Bielefeld,0,2
2012/2013,6,1. FC Saarbrucken,Wacker Burghausen,3,0
2012/2013,6,Chemnitzer FC,SV Wehen Wiesbaden,3,2
2012/2013,6,SpVgg Unterhaching,VfB Stuttgart,0,3
2012/2013,6,SV Babelsberg 03,Hallescher FC,0,1
2012/2013,6,SV Darmstadt 98,Hansa Rostock,1,1
2012/2013,6,Kickers Offenbach,Borussia Dortmund II,3,0
2012/2013,6,Karlsruher SC,Alemannia Aachen,0,0
2012/2013,6,SC Preußen Münster,1. FC Heidenheim,1,1
2012/2013,6,Stuttgarter Kickers,VfL Osnabrück,3,0
2012/2013,7,Arminia Bielefeld,Stuttgarter Kickers,1,0
2012/2013,7,SV Wehen Wiesbaden,SV Darmstadt 98,1,1
2012/2013,7,Hallescher FC,SC Preußen Münster,0,2
2012/2013,7,VfB Stuttgart,SV Babelsberg 03,2,1
2012/2013,7,Wacker Burghausen,Hansa Rostock,2,0
2012/2013,7,Alemannia Aachen,Rot-Weiß Erfurt,1,1
2012/2013,7,Borussia Dortmund II,Karlsruher SC,0,3
2012/2013,7,1. FC Saarbrucken,Kickers Offenbach,2,2
2012/2013,7,1. FC Heidenheim,Chemnitzer FC,3,2
2012/2013,7,VfL Osnabrück,SpVgg Unterhaching,3,0
2012/2013,8,Kickers Offenbach,Wacker Burghausen,1,0
2012/2013,8,SV Babelsberg 03,VfL Osnabrück,1,0
2012/2013,8,Stuttgarter Kickers,Alemannia Aachen,3,1
2012/2013,8,Rot-Weiß Erfurt,Borussia Dortmund II,5,0
2012/2013,8,SpVgg Unterhaching,Arminia Bielefeld,3,2
2012/2013,8,Hansa Rostock,SV Wehen Wiesbaden,1,1
2012/2013,8,Chemnitzer FC,Hallescher FC,1,1
2012/2013,8,SC Preußen Münster,VfB Stuttgart,0,0
2012/2013,8,Karlsruher SC,1. FC Saarbrucken,3,0
2012/2013,8,SV Darmstadt 98,1. FC Heidenheim,0,2
2012/2013,9,Borussia Dortmund II,Stuttgarter Kickers,1,1
2012/2013,9,1. FC Heidenheim,Hansa Rostock,1,2
2012/2013,9,Arminia Bielefeld,SV Babelsberg 03,3,0
2012/2013,9,Alemannia Aachen,SpVgg Unterhaching,1,3
2012/2013,9,Kickers Offenbach,Karlsruher SC,1,1
2012/2013,9,Hallescher FC,SV Darmstadt 98,2,2
2012/2013,9,VfL Osnabrück,SC Preußen Münster,0,2
2012/2013,9,Wacker Burghausen,SV Wehen Wiesbaden,0,0
2012/2013,9,VfB Stuttgart,Chemnitzer FC,0,1
2012/2013,9,1. FC Saarbrucken,Rot-Weiß Erfurt,0,2
2012/2013,10,SV Babelsberg 03,Alemannia Aachen,1,0
2012/2013,10,Hansa Rostock,Hallescher FC,2,0
2012/2013,10,Stuttgarter Kickers,1. FC Saarbrucken,1,2
2012/2013,10,SpVgg Unterhaching,Borussia Dortmund II,4,3
2012/2013,10,SC Preußen Münster,Arminia Bielefeld,4,0
2012/2013,10,Chemnitzer FC,VfL Osnabrück,0,2
2012/2013,10,SV Wehen Wiesbaden,1. FC Heidenheim,1,1
2012/2013,10,Karlsruher SC,Wacker Burghausen,1,2
2012/2013,10,Rot-Weiß Erfurt,Kickers Offenbach,1,1
2012/2013,10,SV Darmstadt 98,VfB Stuttgart,3,1
2012/2013,11,1. FC Saarbrucken,SpVgg Unterhaching,2,4
2012/2013,11,Kickers Offenbach,Stuttgarter Kickers,3,0
2012/2013,11,VfL Osnabrück,SV Darmstadt 98,1,0
2012/2013,11,Wacker Burghausen,1. FC Heidenheim,4,1
2012/2013,11,Arminia Bielefeld,Chemnitzer FC,0,0
2012/2013,11,Alemannia Aachen,SC Preußen Münster,1,2
2012/2013,11,Borussia Dortmund II,SV Babelsberg 03,0,0
2012/2013,11,Hallescher FC,SV Wehen Wiesbaden,1,1
2012/2013,11,VfB Stuttgart,Hansa Rostock,0,2
2012/2013,11,Karlsruher SC,Rot-Weiß Erfurt,3,0
2012/2013,12,SV Babelsberg 03,1. FC Saarbrucken,0,1
2012/2013,12,SC Preußen Münster,Borussia Dortmund II,1,0
2012/2013,12,Hansa Rostock,VfL Osnabrück,0,3
2012/2013,12,Stuttgarter Kickers,Karlsruher SC,0,2
2012/2013,12,Rot-Weiß Erfurt,Wacker Burghausen,0,3
2012/2013,12,1. FC Heidenheim,Hallescher FC,3,1
2012/2013,12,SV Wehen Wiesbaden,VfB Stuttgart,0,0
2012/2013,12,SV Darmstadt 98,Arminia Bielefeld,1,3
2012/2013,12,Chemnitzer FC,Alemannia Aachen,1,2
2012/2013,12,SpVgg Unterhaching,Kickers Offenbach,0,3
2012/2013,13,VfB Stuttgart,1. FC Heidenheim,0,2
2012/2013,13,Rot-Weiß Erfurt,Stuttgarter Kickers,0,3
2012/2013,13,Karlsruher SC,SpVgg Unterhaching,0,0
2012/2013,13,1. FC Saarbrucken,SC Preußen Münster,0,0
2012/2013,13,Alemannia Aachen,SV Darmstadt 98,1,1
2012/2013,13,Arminia Bielefeld,Hansa Rostock,0,1
2012/2013,13,Borussia Dortmund II,Chemnitzer FC,1,2
2012/2013,13,Kickers Offenbach,SV Babelsberg 03,5,2
2012/2013,13,Wacker Burghausen,Hallescher FC,2,0
2012/2013,13,VfL Osnabrück,SV Wehen Wiesbaden,2,2
2012/2013,14,SpVgg Unterhaching,Rot-Weiß Erfurt,2,2
2012/2013,14,SV Babelsberg 03,Karlsruher SC,0,0
2012/2013,14,Stuttgarter Kickers,Wacker Burghausen,1,2
2012/2013,14,Hallescher FC,VfB Stuttgart,1,4
2012/2013,14,1. FC Heidenheim,VfL Osnabrück,1,3
2012/2013,14,SV Wehen Wiesbaden,Arminia Bielefeld,0,1
2012/2013,14,Hansa Rostock,Alemannia Aachen,1,0
2012/2013,14,SV Darmstadt 98,Borussia Dortmund II,1,2
2012/2013,14,SC Preußen Münster,Kickers Offenbach,2,2
2012/2013,14,Chemnitzer FC,1. FC Saarbrucken,4,1
2012/2013,15,Rot-Weiß Erfurt,SV Babelsberg 03,1,1
2012/2013,15,Stuttgarter Kickers,SpVgg Unterhaching,0,0
2012/2013,15,Arminia Bielefeld,1. FC Heidenheim,1,0
2012/2013,15,Alemannia Aachen,SV Wehen Wiesbaden,1,1
2012/2013,15,1. FC Saarbrucken,SV Darmstadt 98,3,1
2012/2013,15,Kickers Offenbach,Chemnitzer FC,0,0
2012/2013,15,Karlsruher SC,SC Preußen Münster,2,1
2012/2013,15,VfL Osnabrück,Hallescher FC,2,0
2012/2013,15,Wacker Burghausen,VfB Stuttgart,1,3
2012/2013,15,Borussia Dortmund II,Hansa Rostock,0,0
2012/2013,16,SV Darmstadt 98,Kickers Offenbach,1,0
2012/2013,16,Hansa Rostock,1. FC Saarbrucken,2,0
2012/2013,16,SpVgg Unterhaching,Wacker Burghausen,3,0
2012/2013,16,1. FC Heidenheim,Alemannia Aachen,1,1
2012/2013,16,SV Babelsberg 03,Stuttgarter Kickers,1,0
2012/2013,16,VfB Stuttgart,VfL Osnabrück,1,2
2012/2013,16,Hallescher FC,Arminia Bielefeld,2,2
2012/2013,16,SV Wehen Wiesbaden,Borussia Dortmund II,3,1
2012/2013,16,Chemnitzer FC,Karlsruher SC,1,2
2012/2013,16,SC Preußen Münster,Rot-Weiß Erfurt,3,2
2012/2013,17,Karlsruher SC,SV Darmstadt 98,2,0
2012/2013,17,Stuttgarter Kickers,SC Preußen Münster,0,2
2012/2013,17,Rot-Weiß Erfurt,Chemnitzer FC,3,2
2012/2013,17,SpVgg Unterhaching,SV Babelsberg 03,0,1
2012/2013,17,1. FC Saarbrucken,SV Wehen Wiesbaden,3,3
2012/2013,17,Borussia Dortmund II,1. FC Heidenheim,2,1
2012/2013,17,Alemannia Aachen,Hallescher FC,0,3
2012/2013,17,Arminia Bielefeld,VfB Stuttgart,1,1
2012/2013,17,Wacker Burghausen,VfL Osnabrück,1,1
2012/2013,17,Kickers Offenbach,Hansa Rostock,2,1
2012/2013,18,1. FC Heidenheim,1. FC Saarbrucken,3,0
2012/2013,18,Hallescher FC,Borussia Dortmund II,0,1
2012/2013,18,SV Wehen Wiesbaden,Kickers Offenbach,2,1
2012/2013,18,VfB Stuttgart,Alemannia Aachen,2,1
2012/2013,18,VfL Osnabrück,Arminia Bielefeld,0,0
2012/2013,18,Wacker Burghausen,SV Babelsberg 03,3,1
2012/2013,18,SC Preußen Münster,SpVgg Unterhaching,0,0
2012/2013,18,Chemnitzer FC,Stuttgarter Kickers,2,0
2012/2013,18,Hansa Rostock,Karlsruher SC,0,3
2012/2013,18,SV Darmstadt 98,Rot-Weiß Erfurt,0,1
2012/2013,19,SpVgg Unterhaching,Chemnitzer FC,4,3
2012/2013,19,SV Babelsberg 03,SC Preußen Münster,1,0
2012/2013,19,Stuttgarter Kickers,SV Darmstadt 98,1,1
2012/2013,19,Karlsruher SC,SV Wehen Wiesbaden,4,0
2012/2013,19,Rot-Weiß Erfurt,Hansa Rostock,1,1
2012/2013,19,1. FC Saarbrucken,Hallescher FC,5,0
2012/2013,19,Borussia Dortmund II,VfB Stuttgart,0,2
2012/2013,19,Alemannia Aachen,VfL Osnabrück,0,1
2012/2013,19,Arminia Bielefeld,Wacker Burghausen,3,0
2012/2013,19,Kickers Offenbach,1. FC Heidenheim,0,1
2012/2013,20,Stuttgarter Kickers,Hansa Rostock,2,0
2012/2013,20,SpVgg Unterhaching,SV Darmstadt 98,2,2
2012/2013,20,Alemannia Aachen,Arminia Bielefeld,2,1
2012/2013,20,SC Preußen Münster,Wacker Burghausen,2,0
2012/2013,20,Borussia Dortmund II,VfL Osnabrück,1,1
2012/2013,20,1. FC Saarbrucken,VfB Stuttgart,0,0
2012/2013,20,Kickers Offenbach,Hallescher FC,0,1
2012/2013,20,Karlsruher SC,1. FC Heidenheim,5,2
2012/2013,20,Rot-Weiß Erfurt,SV Wehen Wiesbaden,2,2
2012/2013,20,SV Babelsberg 03,Chemnitzer FC,1,1
2012/2013,21,Hallescher FC,Karlsruher SC,0,2
2012/2013,21,VfB Stuttgart,Kickers Offenbach,1,0
2012/2013,21,Wacker Burghausen,Alemannia Aachen,2,0
2012/2013,21,SV Darmstadt 98,SV Babelsberg 03,0,0
2012/2013,21,SV Wehen Wiesbaden,Stuttgarter Kickers,0,2
2012/2013,21,1. FC Heidenheim,Rot-Weiß Erfurt,2,1
2012/2013,21,Arminia Bielefeld,Borussia Dortmund II,4,2
2012/2013,21,VfL Osnabrück,1. FC Saarbrucken,3,0
2012/2013,21,Hansa Rostock,SpVgg Unterhaching,0,1
2012/2013,21,Chemnitzer FC,SC Preußen Münster,2,2
2012/2013,22,SC Preußen Münster,SV Darmstadt 98,3,0
2012/2013,22,Stuttgarter Kickers,1. FC Heidenheim,0,2
2012/2013,22,Rot-Weiß Erfurt,Hallescher FC,2,1
2012/2013,22,Karlsruher SC,VfB Stuttgart,3,1
2012/2013,22,Kickers Offenbach,VfL Osnabrück,1,5
2012/2013,22,Chemnitzer FC,Wacker Burghausen,2,1
2012/2013,22,SV Babelsberg 03,Hansa Rostock,2,1
2012/2013,22,1. FC Saarbrucken,Arminia Bielefeld,2,4
2012/2013,22,SpVgg Unterhaching,SV Wehen Wiesbaden,0,2
2012/2013,22,Borussia Dortmund II,Alemannia Aachen,0,0
2012/2013,23,Alemannia Aachen,1. FC Saarbrucken,2,0
2012/2013,23,Hansa Rostock,SC Preußen Münster,0,2
2012/2013,23,Wacker Burghausen,Borussia Dortmund II,2,2
2012/2013,23,VfL Osnabrück,Karlsruher SC,2,3
2012/2013,23,Arminia Bielefeld,Kickers Offenbach,3,1
2012/2013,23,1. FC Heidenheim,SpVgg Unterhaching,2,1
2012/2013,23,SV Wehen Wiesbaden,SV Babelsberg 03,1,0
2012/2013,23,VfB Stuttgart,Rot-Weiß Erfurt,1,0
2012/2013,23,Hallescher FC,Stuttgarter Kickers,1,1
2012/2013,23,SV Darmstadt 98,Chemnitzer FC,1,1
2012/2013,24,Chemnitzer FC,Hansa Rostock,2,1
2012/2013,24,Kickers Offenbach,Alemannia Aachen,1,1
2012/2013,24,Karlsruher SC,Arminia Bielefeld,0,0
2012/2013,24,SV Darmstadt 98,Wacker Burghausen,0,0
2012/2013,24,Rot-Weiß Erfurt,VfL Osnabrück,2,1
2012/2013,24,Stuttgarter Kickers,VfB Stuttgart,3,0
2012/2013,24,SV Babelsberg 03,1. FC Heidenheim,2,4
2012/2013,24,SC Preußen Münster,SV Wehen Wiesbaden,0,0
2012/2013,24,1. FC Saarbrucken,Borussia Dortmund II,3,3
